osm_id,name,operator,highway_type,highway_name,highway_ref,lat,lon
1855478562,NH751D,,trunk,NH751D,NH751D,22.5066278,72.42353
1861762345,Jaipur Bypass,,trunk,Jaipur Bypass,NH48,27.0868668,75.8346414
1861762346,Jaipur Bypass,,trunk,Jaipur Bypass,NH48,27.0868765,75.8344373
1863322849,Jajau (Old Baretha),,trunk,NH44,NH44,26.93248,77.9334773
1863322854,Jajau (Old Baretha),,trunk,NH44,NH44,26.9324556,77.9336028
1863322913,Choundha,,trunk,NH44,NH44,26.4672314,78.0109589
1863322935,Choundha,,trunk,NH44,NH44,26.468181,78.0095377
1863934716,NH58,,trunk,NH58,NH58,24.79981,73.7607173
1866155454,Sullurpeta,,trunk,NH16,NH16,13.7448336,79.9908519
1866155831,Sullurpeta,,trunk,NH16,NH16,13.7449393,79.9909747
1866195855,NH16,,trunk,NH16,NH16,14.0598748,79.8945918
1866196280,NH16;NH67,,trunk,NH16;NH67,NH16;NH67,14.3121595,79.916374
1866310908,NH16,,trunk,NH16,NH16,14.8519168,79.9876882
1866313452,Sonampetty,,trunk,NH16,NH16,14.6938541,79.9791029
1866313479,NH16,,trunk,NH16,NH16,14.8519563,79.9879373
1866334048,NH16,,trunk,NH16,NH16,15.3582132,80.040089
1867293872,NH16,,trunk,NH16,NH16,15.8866001,80.0709677
1870222585,Madurai - Trichy Highway,,trunk,Madurai - Trichy Highway,NH38,10.641337,78.5813135
1870225525,Madurai - Trichy Highway,,trunk,Madurai - Trichy Highway,NH38,9.9896893,78.2440083
1875945306,NH48;NH64,,trunk,NH48;NH64,NH48;NH64,22.7160583,72.7409587
1875974969,NH48;NH64,,trunk,NH48;NH64,NH48;NH64,22.7162183,72.7410148
1877437719,Sardar Patel Ring Road,,trunk,Sardar Patel Ring Road,,23.1152356,72.6428293
1904541501,Makhel,,trunk,NH27,NH27,23.4903189,70.9427685
1905176823,NH48,,trunk,NH48,NH48,23.6160663,73.2543294
1905944784,,,,,,23.4101393,72.8286484
1906793655,NH48,,trunk,NH48,NH48,19.8904684,72.9428265
1927109785,NH48,Guilalu Toll Booth,trunk,NH48,NH48,14.0538285,76.5606487
1929484593,Gurau (Semra Atikabad),,trunk,NH19,NH19,26.9964665,78.777312
1929484597,Gurau (Semra Atikabad),,trunk,NH19,NH19,26.9965525,78.7773937
1930283718,Yelagiri Hill Road,,primary,Yelagiri Hill Road,SH243,12.5938203,78.609256
1933771937,Yamuna Expressway,,motorway,Yamuna Expressway,,27.3029754,78.0038695
1933771949,Yamuna Expressway,,motorway,Yamuna Expressway,,27.3032903,78.0039287
1942853993,,,motorway_link,,,12.8858122,77.5043228
1942853998,,,motorway_link,,,12.8838704,77.5005188
1942854006,,,motorway_link,,,12.8854883,77.5046915
1942854012,,,motorway_link,,,12.8833268,77.5008799
1945556554,Madurai - Trichy Highway,,trunk,Madurai - Trichy Highway,NH38,9.9895774,78.2441671
1947277733,Madura - Tirunelveli,,trunk,Madura - Tirunelveli,NH44,8.9756531,77.7747949
1947277741,NH44,,trunk,NH44,NH44,8.9756827,77.7744889
1985586293,Ambala Chandigarh Expressway,,trunk,Ambala Chandigarh Expressway,NH152,30.5274555,76.8131401
1985586294,Ambala Chandigarh Expressway,,trunk,Ambala Chandigarh Expressway,NH152,30.5274853,76.813044
1987706703,Kapashera Border Toll Booth,,secondary,Old Delhi Gurgaon Road,,28.519272,77.0810607
2019291286,,,motorway_link,,,12.9064083,77.4705869
2019919815,,,primary,,,27.2488427,77.4692744
2020643285,MR10,,secondary,MR10,,22.7754271,75.8603037
2020643286,MR10,,secondary,MR10,,22.7755311,75.8604002
2025447893,Ujjain Road,,primary,Ujjain Road,SH59,22.8173158,75.849219
2025447896,Ujjain Road,,primary,Ujjain Road,SH59,22.8173196,75.849084
2029805497,iim road,,primary,iim road,,22.6290067,75.7868649
2034274892,Delhi - Chennai Highway,"Kulumepalya, Nelamangala",trunk,Delhi - Chennai Highway,NH48,13.1147652,77.3747191
2044427139,Toll,,motorway,Yamuna Expressway,,27.6600779,77.7332614
2044427145,Toll,,motorway,Yamuna Expressway,,27.6604986,77.7326896
2054883473,NH48,,trunk,NH48,NH48,12.9058504,78.9516916
2055111109,Jaitpur,,trunk,NH44,NH44,22.5499895,79.6007404
2055111110,Jaitpur,,trunk,NH44,NH44,22.5500121,79.6006158
2058893918,SH63,,primary,SH63,SH63,23.8877447,78.8705157
2063050922,NH44,,trunk,NH44,NH44,10.1944303,77.909441
2071223482,Kanyakumari - Varanasi,,trunk,Kanyakumari - Varanasi,NH44,10.6990496,77.9328027
2071223483,Varanasi Kanyakumari,,trunk,Varanasi Kanyakumari,NH44,10.6989849,77.9329996
2075269159,NH39,,trunk,NH39,NH39,24.3956096,81.8032302
2080010757,ORR,,motorway_link,ORR,ORR,17.237976,78.5840224
2082939788,ORR,,motorway_link,ORR,ORR,17.2378238,78.5842611
2085368998,Indalwai,,trunk,NH44,NH44,18.5382456,78.2398813
2090009467,ORR,,motorway_link,ORR,ORR,17.2125577,78.5308569
2090009494,ORR,,motorway_link,ORR,ORR,17.2131033,78.5308593
2090009495,ORR,,motorway_link,ORR,ORR,17.2117108,78.5245011
2090009786,ORR,,motorway_link,ORR,ORR,17.2113125,78.5253057
2090103386,ORR,,motorway_link,ORR,ORR,17.2041938,78.4778591
2090103405,ORR,,motorway_link,ORR,ORR,17.2042414,78.4745156
2090103678,ORR,,motorway_link,ORR,ORR,17.2035188,78.4777557
2090103712,ORR,,motorway_link,ORR,ORR,17.2035547,78.4745639
2093316389,Bagepalli,,trunk,Srinagar - Kanyakumari Highway,NH44,13.792945,77.7642722
2093321044,Kasepalli,,trunk,NH44,NH44,15.0617319,77.6302695
2097290711,,,,,,19.0034641,73.2853168
2099827615,NH67,,trunk_link,NH67,NH67,15.3233432,76.3035051
2099844282,NH67,,trunk_link,NH67,NH67,15.3236257,76.3036328
2130868648,NICE Road,,motorway_link,NICE Road,,13.0570455,77.4721417
2143498593,Mumbai Agra National Highway,,trunk,Mumbai Agra National Highway,,19.3613348,73.1658946
2147389417,Attibele (BETL),,trunk,Hosur Road,NH44,12.7770357,77.7771511
2152463913,NH83,,trunk,NH83,NH83,10.7443671,78.8339652
2152913882,Mhow Bypass,,trunk,Mhow Bypass,NH52,22.6120893,75.7766238
2152913884,Mhow Bypass,,trunk,Mhow Bypass,NH52,22.6122116,75.7766325
2153000339,Khalghat (Indore - Khalghat),,trunk,NH52;NH347C,NH52;NH347C,22.173739,75.4569064
2153000340,Khalghat (Indore - Khalghat),,trunk,NH52;NH347C,NH52;NH347C,22.1738129,75.4567771
2153110285,"Khalghat -MP/Maharashtra Border(Sendhwa, Jamli)",,trunk,NH52,NH52,21.7563472,75.1565802
2153110288,"Khalghat -MP/Maharashtra Border(Sendhwa, Jamli)",,trunk,NH52,NH52,21.75643,75.1564036
2154131370,Thirukalukundram - Mamallapuram Road,,primary,Thirukalukundram - Mamallapuram Road,SH49B,12.6153427,80.1677075
2155868314,NH565,,trunk,NH565,NH565,16.0625343,79.3051607
2156689285,Raksha,,trunk,NH27,NH27,25.4616647,78.4511349
2156689288,Raksha,,trunk,NH27,NH27,25.4618842,78.4512398
2159532851,NH47,,trunk,NH47,NH47,21.693793,78.3900522
2159716536,NH347,,trunk,NH347,NH347,21.8419397,78.4332541
2159716537,NH347,,trunk,NH347,NH347,21.8424903,78.4357918
2160223045,Mohania,,trunk,NH19,NH19,25.1883418,83.561642
2160599357,NH43,,trunk,NH43,NH43,23.2493402,82.0589839
2163741765,,,motorway_link,,,22.564475,88.3164567
2164591935,Hariabara,,trunk,East-West Corridor,NH27,26.1525992,87.4451885
2164591937,Hariabara,,trunk,East-West Corridor,NH27,26.1526844,87.4452645
2178635557,Mini Byepass Thripunithara,,secondary,Mini Byepass Thripunithara,,9.94161,76.3394974
2180951824,Toll Booth RGI ORR Exit,,motorway_link,ORR,ORR,17.2536363,78.3794052
2180951825,ORR,,motorway_link,ORR,ORR,17.2532434,78.3798455
2180951890,ORR Toll Plaza Entry,Hyderabad Metropolitan Development Authority,motorway,Outer Ring Road,ORR,17.4074659,78.3541307
2180951902,ORR Toll Plaza Exit,Hyderabad Metropolitan Development Authority,motorway,Outer Ring Road,ORR,17.4075171,78.3538558
2180952062,ORR,,motorway_link,ORR,ORR,17.2486728,78.3746822
2180952103,ORR,,motorway_link,ORR,ORR,17.2496699,78.3752975
2186040510,Fatehpur,,trunk,NH27,NH27,25.1218541,76.5730304
2187030217,ORR,,motorway_link,ORR,ORR,17.5375522,78.2343437
2187030409,ORR,,motorway_link,ORR,ORR,17.5376532,78.2345448
2188391525,ORR,,motorway_link,ORR,ORR,17.3483576,78.3595325
2188391638,ORR,,motorway_link,ORR,ORR,17.3493326,78.3611014
2188391769,ORR,,motorway_link,ORR,ORR,17.3503216,78.3591747
2188391776,ORR,,motorway_link,ORR,ORR,17.3504591,78.3609458
2188495337,,,motorway_link,,,17.3238049,78.375613
2188495338,,,motorway_link,,,17.3234875,78.3750719
2191325938,Kiratpur Toll Plaza,Rohan Rajdeep Tollways Limited,trunk,NH503,NH503,31.2041867,76.552573
2215898743,Pune Nashik Road,,trunk,Pune Nashik Road,NH60,18.6867643,73.8465931
2215898746,Pune Nashik Road,,trunk,Pune Nashik Road,NH60,18.6867815,73.8466817
2215899617,Pune Nashik Road,,trunk,Pune Nashik Road,NH60,18.8378322,73.8800973
2215899618,Pune Nashik Road,,trunk,Pune Nashik Road,NH60,18.8378898,73.8799591
2217982269,NH48,,trunk,NH48,NH48,17.8103081,73.9713087
2217982270,NH48,,trunk,NH48,NH48,17.8103586,73.9714036
2217982719,NH48,,trunk,NH48,NH48,18.0435852,74.0161226
2223030433,SH26B,,primary,SH26B,SH26B,23.2549041,75.7172232
2234707530,Indore Bypass,,primary,Indore Bypass,SH40,22.4755714,75.572221
2237657474,Solapur Road,,trunk,Solapur Road,NH65,18.4931444,73.993059
2237657477,Solapur Road,,trunk,Solapur Road,NH65,18.4932581,73.9930753
2239095869,NH27,,trunk,NH27,NH27,25.6367335,78.8751625
2239294042,NH43,,trunk,NH43,NH43,23.19521,82.9251313
2240084717,Ahmadpur,,trunk,NH27,NH27,26.8582832,81.4224406
2241091900,NH44,,trunk,NH44,NH44,21.2729215,79.2368173
2241091901,NH44,,trunk,NH44,NH44,21.2728861,79.2365413
2241275984,Pippalwada,,trunk,NH44,NH44,19.7809508,78.5656072
2241275988,Pippalwada,,trunk,NH44,NH44,19.7809566,78.565838
2242048119,Rolmamda,,trunk,NH44,NH44,19.279924,78.4092971
2242048122,Rolmamda,,trunk,NH44,NH44,19.2801017,78.4094242
2242337626,Indalwai,,trunk,NH44,NH44,18.5383207,78.2397083
2242778613,Raikal,,trunk,NH44,NH44,17.0065292,78.1945024
2242778614,Raikal,,trunk,NH44,NH44,17.0065089,78.1947645
2242810260,Shakhapur,,trunk,NH44,NH44,16.5355312,77.9448091
2242810261,Shakhapur,,trunk,NH44,NH44,16.5357422,77.9445321
2243980425,Kasepalli,,trunk,NH44,NH44,15.0617105,77.6304099
2244736139,Bagepalli,,trunk,Srinagar - Kanyakumari Highway,NH44,13.7930436,77.7643527
2244738652,Marur,,trunk,NH44,NH44,14.5020235,77.6314617
2244738653,Marur,,trunk,NH44,NH44,14.5020494,77.6311761
2246485998,NH44,,trunk,NH44,NH44,12.0064786,78.0804586
2247638116,ORR,,motorway_link,ORR,ORR,17.4619709,78.2503554
2247638127,ORR,,motorway_link,ORR,ORR,17.4639008,78.2500146
2247638193,ORR,,motorway_link,ORR,ORR,17.4644624,78.248939
2247638222,ORR,,motorway_link,ORR,ORR,17.462349,78.2492233
2249202040,Toll Naka,Dahisar Toll Naka,,,,19.2570801,72.8711449
2257292411,Khemana,,trunk,NH27,NH27,24.24132,72.4627833
2258682708,Varahi,,trunk,NH27,NH27,23.7911604,71.4276337
2258682715,Varahi,,trunk,NH27,NH27,23.7913054,71.4276286
2261532063,Malera,,trunk,NH27,NH27,24.7123536,73.0936894
2261532064,Malera,,,,,24.7124211,73.0938435
2261532325,Gogunda (Jaswantgarh),,trunk,NH27,NH27,24.766098,73.5239422
2261532327,Gogunda (Jaswantgarh),,trunk,NH27,NH27,24.7661547,73.5240755
2261532457,Bassi,,trunk,NH27,NH27,25.0338416,74.8176855
2261532460,Bassi,,trunk,NH27,NH27,25.0339537,74.8175937
2266937971,Khamgaon Bypass,,primary,Khamgaon Bypass,,20.6961688,76.5537279
2266982872,Amravati Bypass,,trunk,Amravati Bypass,NH53,20.9510889,77.7884422
2267031668,NH53,,trunk,NH53,NH53,21.1575298,78.3880696
2267031676,NH53,,trunk,NH53,NH53,21.1576563,78.3880094
2267136077,Nagpur Amravati Road,,trunk,Nagpur Amravati Road,NH53,21.1369089,78.896484
2267136103,Nagpur Amravati Road,,trunk,Nagpur Amravati Road,NH53,21.1370652,78.8964938
2267325936,NH53,,trunk,NH53,NH53,21.0882007,80.0340993
2267325944,NH53,,trunk,NH53,NH53,21.0883318,80.034073
2267472878,NH53,,trunk,NH53,NH53,21.2046106,81.3368028
2267473854,NH53,,trunk,NH53,NH53,21.2526376,81.5369578
2267473857,NH53,,trunk,NH53,NH53,21.2528069,81.536896
2267615642,NH30,,trunk,NH30,NH30,27.1034415,80.8834809
2267615643,NH30,,trunk,NH30,NH30,27.1035149,80.8837416
2268151924,NH753F,,trunk,NH753F,NH753F,18.7594881,74.2535317
2268360188,NH46,,trunk,NH46,NH46,26.0978146,78.0157446
2268547858,Guna Bypass,,trunk,Guna Bypass,NH46,24.6202853,77.261503
2268547863,Guna Bypass,,trunk,Guna Bypass,NH46,24.6204151,77.2613219
2268743507,Songir,,trunk,NH52,NH52,21.0510217,74.7849156
2268743510,Songir,,trunk,NH52,NH52,21.0510157,74.7851407
2268744254,Shirpur,,trunk,NH52,NH52,21.3196472,74.889323
2268744255,Shirpur,,trunk,NH52,NH52,21.3197806,74.8891951
2269053023,NH60,,trunk,NH60,NH60,20.8330431,74.7543844
2269053024,NH60,,trunk,NH60,NH60,20.8331478,74.7541746
2269081498,NH60;NH752G,,trunk,NH60;NH752G,NH60;NH752G,20.324987,74.2107509
2269109237,Pimpalgaon,,trunk,NH60,NH60,20.1419191,73.9763309
2269392671,,,trunk,,,19.7087856,73.6148002
2269392672,,,trunk,,,19.7088556,73.6145397
2269427281,NH753F,,trunk,NH753F,NH753F,18.9330033,74.4930017
2269427283,NH753F,,trunk,NH753F,NH753F,18.9330702,74.4929535
2269783398,Mumbai - Agra National Highway,,trunk,Mumbai - Agra National Highway,,19.361414,73.1656776
2270882278,NH130,,trunk,NH130,NH130,21.9323479,82.0119331
2271183451,NH947,,trunk,NH947,NH947,23.0012908,71.3727135
2271183455,NH947,,trunk,NH947,NH947,23.0015191,71.3727102
2277003892,NH16,,trunk,NH16,NH16,20.8979622,86.2163184
2277675876,NH16,,trunk,NH16,NH16,20.2035392,85.6684789
2278497836,NH16,,trunk,NH16,NH16,19.111263,84.6991667
2278696280,NH16,,trunk,NH16,NH16,18.7331081,84.3893515
2279088334,NH16,,trunk,NH16,NH16,18.3774359,84.00051
2279293883,NH16,,trunk,NH16,NH16,18.0579261,83.5212008
2279293885,NH16,,trunk,NH16,NH16,18.0580197,83.5210537
2279803513,Aganampudi,,trunk,Anakapalli -  Visakhapatnam - Anandapuram Main Road,,17.6854882,83.1499296
2279803516,Aganampudi,,trunk,Anakapalli -  Visakhapatnam - Anandapuram Main Road,,17.6855958,83.1501004
2280136987,NH16,,trunk,NH16,NH16,17.3976893,82.6759025
2280136989,NH16,,trunk,NH16,NH16,17.3978138,82.6758503
2281204326,NH16,,trunk,NH16,NH16,17.2155068,82.1106607
2282190473,NH16,,trunk,NH16,NH16,16.5724653,80.8625041
2282213548,NH16,,trunk,NH16,NH16,16.3852973,80.5332321
2282995155,Paradip Port Expressway,,trunk,Paradip Port Expressway,NH53,20.678829,86.1654637
2283031281,Paradip Port Expressway,,trunk,Paradip Port Expressway,NH53,20.6788863,86.1656358
2283909753,NH65,,trunk,NH65,NH65,16.7180061,80.3243544
2284509560,Pune - Machilipatnam Highway,,trunk,Pune - Machilipatnam Highway,NH65,17.7456695,77.3178832
2284745486,Pune Sholapur Road,,trunk,Pune Sholapur Road,NH65,17.7647943,75.7559347
2285328910,Somatne Toll Naka,,trunk,NH48,NH48,18.7000684,73.6921173
2285328911,Somatne Toll Naka,,trunk,NH48,NH48,18.7003569,73.6921929
2285969658,Kini,,trunk,NH48,NH48,16.8766748,74.2982318
2285969659,Kini,,trunk,NH48,NH48,16.8766889,74.2984002
2286017244,NH48,,trunk,NH48,NH48,16.5421958,74.318139
2286017246,NH48,,trunk,NH48,NH48,16.5421961,74.3183012
2286558200,NH48,Hattargi Toll Plaza,trunk,NH48,NH48,16.14334,74.517095
2286558201,NH48,Hattargi Toll Plaza,trunk,NH48,NH48,16.1433853,74.5168301
2286864919,NH48,Hire Bagewadi Toll Booth,trunk,NH48,NH48,15.7631304,74.647895
2287665796,NH48,Bankapur Toll,trunk,NH48,NH48,14.9100934,75.2798566
2287839681,NH48,Chalageri Toll Gate,trunk,NH48,NH48,14.556921,75.7281147
2288074050,NH48,Guilalu Toll Booth,trunk,NH48,NH48,14.0536704,76.5604484
2288179161,NHAI Karjeevanhalli Toll Plaza,M/s IRB Tumkur Chitradurga Tollway Pvt Ltd,trunk,NH48,NH48,13.6120729,76.9542265
2288701043,Bangalore Chennai Highway,,trunk,Bangalore Chennai Highway,NH75,13.1486756,78.290615
2288704055,Walajapet Toll,,trunk,Chennai - Bengaluru Trunk Road,NH48,12.9108435,79.4010784
2288704056,Walajapet Toll,,trunk,Chennai - Bengaluru Trunk Road,NH48,12.9110696,79.4011945
2289479098,Mumbai Delhi Highway,,trunk,Mumbai Delhi Highway,NH48,19.4967689,72.9143104
2289976841,NH48,,trunk,NH48,NH48,20.8857512,73.0523488
2289980981,NH48,,trunk,NH48,NH48,21.3030516,72.9542487
2289980982,NH48,,trunk,NH48,NH48,21.3030936,72.9540004
2290013368,Trunk Road,,trunk,Trunk Road,NH48,22.0147852,73.115443
2290049672,Vadwal Toll Booth,,trunk,NH166D,NH166D,18.7893952,73.2765816
2290095618,Dharamtar Toll Naka,,trunk,Alibag Road,NH166A,18.703381,73.0355738
2290559659,Kishangarh-Ajmer-Beawar Expressway,,trunk,Kishangarh-Ajmer-Beawar Expressway,NH448,26.5514929,74.7814485
2290559819,Kishangarh,,trunk,Jaipur Kishangarh Expressway,NH48,26.5953112,74.939207
2290559820,Kishangarh,,trunk,Jaipur Kishangarh Expressway,NH48,26.5954675,74.9391615
2290672684,Jaipur Kishangarh Expressway,,trunk,Jaipur Kishangarh Expressway,NH48,26.8433613,75.6154979
2290672773,Amer Road,,trunk,Amer Road,NH48,27.3055919,75.9534294
2292840245,SH7,,primary,SH7,SH7,28.9521587,74.2247173
2292900545,SH7D,,primary,SH7D,SH7D,27.349545,74.6714549
2293897943,NH168,,trunk,NH168,NH168,24.5955921,72.5784722
2293907330,SH28,,primary,SH28,SH28,26.1087978,72.376396
2299386904,NH753F,,trunk,NH753F,NH753F,19.2007148,74.783578
2299500168,NH753F,,trunk,NH753F,NH753F,19.5555218,74.9821989
2299500451,NH753F,,trunk,NH753F,NH753F,19.7797366,75.1946216
2313654595,SH5,,primary,SH5,SH5,23.0131374,73.6180001
2313654600,SH5;63,,primary,SH5;63,SH5;63,23.0133071,73.6182487
2313655800,SH5,,primary,SH5,SH5,23.3642335,73.5153693
2313655806,SH5,,primary,SH5,SH5,23.3644668,73.5155488
2313656975,NH848K,,trunk,NH848K,NH848K,23.5050879,73.3032444
2313656977,NH848K,,trunk,NH848K,NH848K,23.5051618,73.3035599
2314927679,SH5,,primary,SH5,SH5,22.6479985,73.5196709
2314927681,SH5,,primary,SH5,SH5,22.6482737,73.5192974
2324350694,,,,,,22.3531883,73.2369902
2324351087,SH87,,primary,SH87,SH87,22.4897787,73.4655818
2326312573,Vanana,,trunk,NH27,NH27,21.6648099,69.7095984
2326312580,Vanana,,trunk,NH27,NH27,21.665002,69.7094549
2326476983,Dhumiyani,,trunk,Upleta Bypass,NH27,21.7513026,70.326826
2326477015,Dhumiyani,,trunk,Upleta Bypass,NH27,21.7515529,70.3267616
2326478348,Bharudi,,trunk,NH27,NH27,21.8052718,70.6640191
2326478356,Bharudi,,trunk,NH27,NH27,21.8053762,70.663858
2326479995,Pithadiya,,trunk,NH27,NH27,22.0826034,70.7809304
2326479999,Pithadiya,,trunk,Gondal Road,NH27,22.0826236,70.7811902
2337814505,SH6 Eastbound Samakhyali,,trunk,SH6 Eastbound Samakhyali,NH41,23.3086359,70.4906593
2337820984,Surajbari,,trunk,SH6 Westbound Bachau,NH27,23.2336284,70.6894853
2337820985,Surajbari,,trunk,SH6 Southbound Bachau-Maliya,NH27,23.2337914,70.6896411
2347573688,NH47,,trunk,NH47,NH47,22.6306938,72.1793484
2347573691,NH47,,trunk,NH47,NH47,22.6307973,72.1792363
2357140449,MDR6,,secondary,MDR6,MDR6,19.7312607,74.3286355
2375809367,NH167,,trunk,NH167,NH167,16.8713767,79.6389941
2376121392,NH548C,,trunk,NH548C,NH548C,18.2755461,75.7662895
2376139958,SH151,,primary,SH151,SH151,18.1085213,75.7638359
2379108045,Chikhali Road,,trunk,Chikhali Road,NH753A,20.4780994,76.2096477
2382058621,Bhildi,,trunk,NH27,NH27,24.1437721,71.977174
2382058622,Bhildi,,trunk,NH27,NH27,24.1438696,71.977077
2382614754,NH947,,trunk,NH947,NH947,23.0715659,71.7848675
2382624450,NH947,,trunk,NH947,NH947,23.0372592,70.9282575
2393564979,,,motorway_link,,,12.9064463,77.4706882
2396948305,,,motorway_link,,,12.8509309,77.5862967
2396948345,,,motorway_link,,,12.850784,77.5862833
2405218635,Contai-Nandakumar Road,,trunk,Contai-Nandakumar Road,NH116B,22.0782831,87.8523726
2405412250,Mandawnagar,,trunk,NH27,NH27,26.8106541,82.7314724
2405412252,Mandawnagar,,trunk,NH27,NH27,26.8107649,82.7313757
2418698885,,,motorway_link,,,12.9037929,77.4662905
2418701683,,,motorway_link,,,12.9038106,77.4661767
2431206504,,,motorway_link,,,13.055403,77.4791549
2431985724,,,service,,,28.5547242,77.0906481
2435773290,SH25,,primary,SH25,SH25,28.1744347,76.8247533
2440235117,Mulund Check Naka,,service,,,19.1837128,72.9539035
2444161046,Coimbatore Bypass,,trunk,Coimbatore Bypass,NH544,11.0128629,77.0731088
2447513315,Vaikundam Toll Gate,,trunk,NH544,NH544,11.5134578,77.9237989
2452088815,Chiddan,,trunk,GT Road;Sher Shah Suri Marg,NH3,31.6170598,74.6924077
2452088816,Chiddan,,trunk,GT Road;Sher Shah Suri Marg,NH3,31.6172667,74.6923876
2452431740,Krishnagiri,,trunk,NH44,NH44,12.5445048,78.2010708
2457608766,"Paliyekkara Toll, National Highway 47",,trunk,Salem - Kochi - Kanyakumari Highway,NH544,10.4429415,76.2602173
2457608767,"Paliyekkara Toll, National Highway 47",,trunk,Salem - Kochi - Kanyakumari Highway,NH544,10.442846,76.2600469
2459096582,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,10.8955176,76.9457676
2459101155,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,10.9138637,76.982231
2459101156,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,10.9139296,76.9821507
2459141275,Coimbatore Bypass,L&T,trunk,Coimbatore Bypass,NH544,11.0609125,77.0888929
2459177664,Vijayamangalam Toll Booth,IVRCL,trunk,NH544,NH544,11.2458383,77.5195649
2459740931,GT Road,,trunk,GT Road,NH3,31.5776385,74.997284
2459741922,Nijjarpura,,,,,31.5776385,74.9972714
2465553178,NH216,,trunk,NH216,NH216,15.6833281,80.1917598
2465833637,Puttur Bypass,,trunk,Puttur Bypass,NH716,13.5255685,79.5327708
2466491131,NH18,,trunk,NH18,NH18,23.7079504,86.200838
2468833396,NH27,,trunk,NH27,NH27,26.1309265,92.8389023
2470788465,NH731,,trunk,NH731,NH731,26.0542439,82.3393156
2471700426,Kanyakumari - Maudrai - Bangalore - Varanasi,,trunk,Kanyakumari - Maudrai - Bangalore - Varanasi,NH44,8.5269127,77.6633314
2471700427,Kanyakumari - Maudrai - Bangalore - Varanasi,,trunk,Kanyakumari - Maudrai - Bangalore - Varanasi,NH44,8.5270309,77.6632176
2472745015,NH36,,trunk,NH36,NH36,10.1586403,78.6511776
2473169225,Trichy Road,,trunk,Trichy Road,NH336,10.6241535,78.7476095
2473498184,NH38,,trunk,NH38,NH38,8.8627708,78.1169803
2473498185,NH38,,trunk,NH38,NH38,8.8628956,78.1172871
2473722707,Madurai - Thoothukudi Highway,,trunk,Madurai - Thoothukudi Highway,NH38,9.783013,78.094683
2473722710,Madurai - Thoothukudi Highway,,trunk,Madurai - Thoothukudi Highway,NH38,9.7830236,78.094397
2473923328,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH38,10.9292264,78.7441481
2473923330,Grand Southern Trunk Road,,trunk,Grand Southern Trunk Road,NH38,10.9294013,78.7440028
2474772404,NH44,,trunk,NH44,NH44,9.3852489,77.9145431
2474772408,NH44,,trunk,NH44,NH44,9.3853117,77.9141031
2474909788,NH44,,trunk,NH44,NH44,9.8441347,78.0113138
2474909791,NH44,,trunk,NH44,NH44,9.8443883,78.0110747
2476344287,NH40;NH544F,,trunk,NH40;NH544F,NH40;NH544F,14.9795572,78.5747647
2477284934,NH44,,trunk,NH44,NH44,33.1305552,75.2941923
2477667430,NH44,,trunk,NH44,NH44,30.9883239,75.7909031
2477667432,NH44,,trunk,NH44,NH44,30.9890745,75.7904013
2477785006,Malthone,,trunk,NH44,NH44,24.3221283,78.5261076
2477785011,Malthone,,trunk,NH44,NH44,24.3221282,78.526407
2478116908,Pullur,,trunk,NH44,NH44,15.8877324,78.0171315
2478116913,Pullur,,trunk,NH44,NH44,15.8877442,78.0169154
2480836077,NH81,,trunk,NH81,NH81,10.9316661,78.2184046
2480963126,Bijapur Road,,trunk,Bijapur Road,NH50,15.8193192,76.1748262
2483369189,NH53,,trunk,NH53,NH53,21.20293,81.9053445
2483369212,NH53,,trunk,NH53,NH53,21.2031,81.9053321
2483558596,NH53,,trunk,NH53,NH53,21.1178495,81.1223739
2483558598,NH53,,trunk,NH53,NH53,21.1179995,81.1223457
2487152570,NH766,,trunk,NH766,NH766,12.2130479,76.6628971
2494695753,,,pedestrian,,,19.0030186,73.2853165
2498568368,NH753F,,trunk,NH753F,NH753F,18.634545,74.0435707
2498568372,NH753F,,trunk,NH753F,NH753F,18.6349732,74.0442342
2502506608,Kolhapur-Miraj Road,,trunk,Kolhapur-Miraj Road,NH166,16.8010838,74.5655561
2509297482,ORR,,motorway_link,ORR,ORR,17.5763997,78.5716136
2509297487,ORR,,motorway_link,ORR,ORR,17.5765404,78.5717152
2513649048,Krishnapatnam Port Road,,trunk,Krishnapatnam Port Road,NH67,14.2670153,80.0741328
2517281262,Madurai Toll,,trunk,Madurai Ring Road,MRR,9.88122,78.1384768
2526637174,NH32,,trunk,NH32,NH32,11.9831921,79.788437
2528750496,,,service,,,12.0011706,79.8006367
2535494878,Bengaluru - Mangalore Highway,Karbylu (Bellur Cross),trunk,Bengaluru - Mangalore Highway,NH75,12.9628409,76.7704007
2537619897,NH48,,trunk,NH48,NH48,12.6486433,78.5832549
2554127530,Kotkapura - Moga Road,,trunk,Kotkapura - Moga Road,NH105B,30.7350462,75.1075667
2573450825,,,service,,,17.415438,78.4143228
2581100568,,,service,,,17.2390421,78.4263941
2595261637,,,,,,25.6824521,73.3641985
2599307493,GNC Tollgate,,primary,,,13.6729325,79.3513869
2603004277,Nabha Road,,primary,Nabha Road,SH12A,30.289171,76.0802317
